ObjectID,GlobalID,Date and Time,Notes about area assessed:,Select shrub subspecies,Shrub height (cm),Shrub width 1 (cm),Shrub width 2 (cm),Number of green Rhopalomyia californica galls,Number of dried Rhopalomyia californica galls,distinct areas of Puccinia evadens,Number of Gnorimoschema baccharisella galls,Presence of Aceria baccharipha galls,other notes,CreationDate,Creator,EditDate,Editor,x,y
394,66c20905-61c9-4f83-9292-909414dc23bd,5/6/2021 9:07:00 PM,Mulched median strip,Baccharis pilularis ssp. pilularis,36,114,148,7,23,0,3,yes,,5/6/2021 9:33:31 PM,ethomsen_UCSDOnline,5/6/2021 9:33:31 PM,ethomsen_UCSDOnline,-117.243492041793,32.8767371944557
395,06fe9b58-0eff-4152-a306-1654659de891,5/6/2021 9:14:00 PM,Mulched median in direct sun,Baccharis pilularis ssp. pilularis,14,105,113,38,16,0,0,yes,,5/6/2021 9:33:32 PM,ethomsen_UCSDOnline,5/6/2021 9:33:32 PM,ethomsen_UCSDOnline,-117.243553336992,32.8765639612576
396,dea41ffc-f556-47ab-b8b7-b5dc7a4508a1,5/6/2021 9:18:00 PM,Mulched median,Baccharis pilularis ssp. pilularis,12,67,56,11,5,0,4,yes,,5/6/2021 9:33:34 PM,ethomsen_UCSDOnline,5/6/2021 9:33:34 PM,ethomsen_UCSDOnline,-117.243583437329,32.8765881237593
397,9173d69f-a51e-4221-b7df-f3cc23748154,5/6/2021 9:22:00 PM,Mulched median ,Baccharis pilularis ssp. consanguinea,74,135,131,137,41,0,0,yes,Part of plant appears prostrate. So many galls- some half dried,5/6/2021 9:33:35 PM,ethomsen_UCSDOnline,5/6/2021 9:33:35 PM,ethomsen_UCSDOnline,-117.243593305039,32.8765749633139
398,bcffb2ee-b8d7-4e42-a733-1466077a9135,5/6/2021 9:27:00 PM,Mulched media and drainage rocks,Baccharis pilularis ssp. pilularis,7,126,84,1,8,0,0,yes,,5/6/2021 9:33:36 PM,ethomsen_UCSDOnline,5/6/2021 9:33:36 PM,ethomsen_UCSDOnline,-117.243598277302,32.8765475917656
399,141f10ab-6076-4d24-ad99-15a81f049a3b,5/6/2021 9:29:00 PM,Mulched median,Baccharis pilularis ssp. pilularis,9,125,114,23,11,0,0,yes,,5/6/2021 9:33:37 PM,ethomsen_UCSDOnline,5/6/2021 9:33:37 PM,ethomsen_UCSDOnline,-117.243651056086,32.8764918775893
400,0614c61b-22c2-4c30-a1f4-ef0dab2e956c,5/7/2021 12:02:00 AM,At a trailhead surrounded by invasive ice in plants.,Baccharis pilularis ssp. consanguinea,78,45,48,2,0,0,0,no,,5/7/2021 12:04:54 AM,mhibler_UCSDOnline,5/7/2021 12:04:54 AM,mhibler_UCSDOnline,-117.21777498733,32.85967768173
401,17ff47c7-7fce-47f8-bfee-b54fb878380a,5/7/2021 12:07:00 AM,Along a trail with dried out grasses.,Baccharis pilularis ssp. consanguinea,109,64,68,1,8,0,0,no,,5/7/2021 12:09:39 AM,mhibler_UCSDOnline,5/7/2021 12:09:39 AM,mhibler_UCSDOnline,-117.217194624354,32.8594423597985
402,d7e0632f-0383-49f8-bfd8-ee9368e7d0d3,5/7/2021 12:10:00 AM,Growing next to a highly disturbed trail.,Baccharis pilularis ssp. consanguinea,109,112,118,2,2,6,0,yes,,5/7/2021 12:16:11 AM,mhibler_UCSDOnline,5/7/2021 12:16:11 AM,mhibler_UCSDOnline,-117.216828419005,32.8601320227914
403,d00699dc-b221-4755-9d91-7053a12155cb,5/7/2021 12:18:00 AM,"Growing diagonally off of a ledge, with ice plants.",Baccharis pilularis ssp. consanguinea,148,450,350,21,8,0,0,no,The shrubs was too big for my tape measure so I had to estimate.,5/7/2021 12:21:32 AM,mhibler_UCSDOnline,5/7/2021 12:21:32 AM,mhibler_UCSDOnline,-117.216234644984,32.8598856367477
404,fce2f19f-ac42-42f0-87f5-9ddc4741e36d,5/7/2021 12:29:00 AM,Growing in a chapparel patch.,Baccharis pilularis ssp. consanguinea,112,150,132,8,1,0,0,no,,5/7/2021 12:31:32 AM,mhibler_UCSDOnline,5/7/2021 12:31:32 AM,mhibler_UCSDOnline,-117.21357137907,32.8608824126728
405,80425a3d-fcd4-4ed5-9537-b96a76c06260,5/7/2021 12:32:00 AM,"A few meters away from railroad tracks, with a much larger woody shrub.",Baccharis pilularis ssp. consanguinea,133,128,84,5,2,0,0,no,,5/7/2021 12:34:50 AM,mhibler_UCSDOnline,5/7/2021 12:34:50 AM,mhibler_UCSDOnline,-117.213756032397,32.8606194304608
406,01186f06-e034-4914-b461-4281d92f42bc,5/7/2021 12:35:00 AM,Also next to railroad tracks with another coyote brush bush.,Baccharis pilularis ssp. consanguinea,122,87,69,1,1,1,2,no,,5/7/2021 12:36:45 AM,mhibler_UCSDOnline,5/7/2021 12:36:45 AM,mhibler_UCSDOnline,-117.213749997427,32.8606104199149
407,35471b58-c59a-4243-a230-20a62d382910,5/7/2021 12:38:00 AM,Growing at the edge of where plants stop and packed dirt begins.,Baccharis pilularis ssp. consanguinea,82,51,45,0,0,1,0,no,,5/7/2021 12:40:49 AM,mhibler_UCSDOnline,5/7/2021 12:40:49 AM,mhibler_UCSDOnline,-117.213881174212,32.860502125726
408,3665b5f1-b91a-435f-83fc-c90784559fb2,5/7/2021 12:41:00 AM,Growing at the lone where vegetation ends.,Baccharis pilularis ssp. consanguinea,60,48,21,1,0,0,0,no,,5/7/2021 12:43:43 AM,mhibler_UCSDOnline,5/7/2021 12:43:43 AM,mhibler_UCSDOnline,-117.213864494224,32.8606299916588
409,50e6f940-cf64-4f8e-bee5-9d9d1f9553f7,5/7/2021 12:44:00 AM,Growing next to desert broom with a fungus of some kind on the stem.,Baccharis pilularis ssp. consanguinea,144,142,32,3,0,0,0,yes,There were a few big white blobs on some branches.,5/7/2021 12:46:26 AM,mhibler_UCSDOnline,5/7/2021 12:46:26 AM,mhibler_UCSDOnline,-117.213971782585,32.8605328034916
410,3d84867c-abb5-4358-8240-f2f22e38e9fe,5/7/2021 12:53:00 AM,Growing at the edge of a heavily eroded area.,Baccharis pilularis ssp. consanguinea,57,24,29,1,1,11,0,no,,5/7/2021 12:56:00 AM,mhibler_UCSDOnline,5/7/2021 12:56:00 AM,mhibler_UCSDOnline,-117.212720364441,32.8613859135964
411,cc50c0bc-6c1d-4a45-80ef-38d4ab53e410,5/7/2021 12:58:00 AM,Growing underneath larger shrubs in a shaded area.,Baccharis pilularis ssp. consanguinea,82,42,24,3,2,0,0,yes,,5/7/2021 1:00:27 AM,mhibler_UCSDOnline,5/7/2021 1:00:27 AM,mhibler_UCSDOnline,-117.212422890698,32.8613582952254
412,98d4deea-3eec-4f93-86ae-91d8be567bf6,5/7/2021 1:00:00 AM,Growing out from under a larger shrub.,Baccharis pilularis ssp. consanguinea,99,72,30,2,4,0,0,no,,5/7/2021 1:03:37 AM,mhibler_UCSDOnline,5/7/2021 1:03:37 AM,mhibler_UCSDOnline,-117.212475445231,32.8614454251089
413,d1967060-228f-4885-b10a-bfbf0a88dfc2,5/7/2021 2:15:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,10,27,30,1,0,0,0,no,,5/7/2021 2:19:03 AM,nmorrow_UCSDOnline,5/7/2021 2:19:03 AM,nmorrow_UCSDOnline,-117.243667189141,32.8785365028613
414,bfb3dfa7-932d-4827-9c15-be118578819c,5/7/2021 2:19:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,16,42,22,0,0,0,0,no,,5/7/2021 2:20:11 AM,nmorrow_UCSDOnline,5/7/2021 2:20:11 AM,nmorrow_UCSDOnline,-117.243720665683,32.8785517998346
415,6ac08edc-55e8-48a8-aae9-006441521e94,5/7/2021 2:20:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,9,68,26,0,0,0,0,yes,,5/7/2021 2:21:46 AM,nmorrow_UCSDOnline,5/7/2021 2:21:46 AM,nmorrow_UCSDOnline,-117.243679594358,32.8785143327274
416,faca698b-172a-474a-93f7-c4f86e521070,5/7/2021 2:22:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,11,44,23,0,0,0,0,yes,,5/7/2021 2:23:15 AM,nmorrow_UCSDOnline,5/7/2021 2:23:15 AM,nmorrow_UCSDOnline,-117.243689904099,32.8785010055014
417,9e46f2ce-fefa-4d70-ad81-99c0c083706c,5/7/2021 2:23:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,5,34,37,0,0,0,0,no,,5/7/2021 2:24:28 AM,nmorrow_UCSDOnline,5/7/2021 2:24:28 AM,nmorrow_UCSDOnline,-117.24370105203,32.8784955572643
418,88accfb3-a8be-446d-9f16-0c8b4e55c969,5/7/2021 2:24:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,6,41,49,0,0,0,0,no,,5/7/2021 2:25:43 AM,nmorrow_UCSDOnline,5/7/2021 2:25:43 AM,nmorrow_UCSDOnline,-117.243700716754,32.878480176472
419,fb828d36-533b-40d6-9e53-c65178bf132c,5/7/2021 2:26:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,8,44,42,0,0,0,0,no,,5/7/2021 2:26:58 AM,nmorrow_UCSDOnline,5/7/2021 2:26:58 AM,nmorrow_UCSDOnline,-117.243671212455,32.878449875892
420,f28c6947-5ec3-4dfc-a9ae-afb5071eff8d,5/7/2021 2:27:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,8,45,55,0,0,0,0,yes,,5/7/2021 2:28:21 AM,nmorrow_UCSDOnline,5/7/2021 2:28:21 AM,nmorrow_UCSDOnline,-117.243662243818,32.8783737682112
421,66e68de0-dd54-4bb0-b85b-92005697424b,5/7/2021 2:28:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,6,41,52,0,0,0,0,no,,5/7/2021 2:29:33 AM,nmorrow_UCSDOnline,5/7/2021 2:29:33 AM,nmorrow_UCSDOnline,-117.243658220505,32.8784124506944
422,8e26905b-7108-4b09-aef7-47442f2cde56,5/7/2021 2:30:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,9,28,63,0,0,0,0,yes,,5/7/2021 2:30:39 AM,nmorrow_UCSDOnline,5/7/2021 2:30:39 AM,nmorrow_UCSDOnline,-117.243676744511,32.8784106485852
423,4f3917af-f375-4f47-97e7-092bdefe6077,5/7/2021 2:31:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,8,34,60,0,0,0,0,yes,,5/7/2021 2:31:55 AM,nmorrow_UCSDOnline,5/7/2021 2:31:55 AM,nmorrow_UCSDOnline,-117.243810687323,32.8785465192356
424,ca3fd1bf-fc9e-404a-8061-bad7eb25a7aa,5/7/2021 2:32:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,12,26,33,0,0,0,0,no,,5/7/2021 2:33:02 AM,nmorrow_UCSDOnline,5/7/2021 2:33:02 AM,nmorrow_UCSDOnline,-117.243722761159,32.8784214612403
425,537526a6-5a0a-48cb-a99d-16e55eb9d84e,5/7/2021 2:33:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,6,26,34,1,0,0,0,no,,5/7/2021 2:34:19 AM,nmorrow_UCSDOnline,5/7/2021 2:34:19 AM,nmorrow_UCSDOnline,-117.243806747829,32.8784545278483
426,c570008c-7d55-49a6-a539-a73722009fe5,5/7/2021 2:34:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,8,16,32,0,0,0,0,no,,5/7/2021 2:35:30 AM,nmorrow_UCSDOnline,5/7/2021 2:35:30 AM,nmorrow_UCSDOnline,-117.2438577098,32.8784402367034
427,29ba7a27-88b6-45aa-afd3-e61edaa8b713,5/7/2021 2:36:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,8,38,56,0,0,0,0,no,,5/7/2021 2:36:44 AM,nmorrow_UCSDOnline,5/7/2021 2:36:44 AM,nmorrow_UCSDOnline,-117.243692167212,32.8783602733471
428,78b263ed-c376-466f-931b-f994acf4a2c3,5/7/2021 2:37:00 AM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,9,18,24,0,0,0,0,no,,5/7/2021 2:38:03 AM,nmorrow_UCSDOnline,5/7/2021 2:38:03 AM,nmorrow_UCSDOnline,-117.243636679013,32.8782987082683
429,f3cf0941-adb0-43af-8c69-6cd717c4aa35,5/7/2021 10:28:00 PM,Medium-sized shrub located right next to the hiking trail on a slight slope. Vegetation around the shrub appears to be dead or wilted.,Baccharis pilularis ssp. pilularis,92.5,114,53,2,4,0,0,no,,5/7/2021 10:33:26 PM,j3swanso_UCSDOnline,5/7/2021 10:33:26 PM,j3swanso_UCSDOnline,-117.218593228718,32.8554037912123
430,1771fa83-7e70-4f6c-b219-42854b439e94,5/7/2021 10:47:00 PM,Area assessed is covered with leaf litter and wood chips. Shrub is next to sprinkler with few plants around shrub.,Baccharis pilularis ssp. consanguinea,118,128,98,0,0,0,0,no,,5/7/2021 10:51:33 PM,evzhou_UCSDOnline,5/7/2021 10:51:33 PM,evzhou_UCSDOnline,-117.236117944231,32.8810823802211
431,a5e1d2b2-27a4-4c6d-a584-47dfdd55dbdc,5/7/2021 10:51:00 PM,Ground covered in leaf litter with many tall shrub plants around,Baccharis pilularis ssp. consanguinea,136,134,119,1,0,0,0,no,,5/7/2021 10:54:41 PM,evzhou_UCSDOnline,5/7/2021 10:54:41 PM,evzhou_UCSDOnline,-117.236259346479,32.8811311006898
432,026a88f0-a507-4385-80ad-83e72d910751,5/7/2021 10:55:00 PM,Area assessed is surrounded with other shrubs. Ground is covered with wood chips and leaf litter.,Baccharis pilularis ssp. consanguinea,172,161,147,2,0,3,0,yes,,5/7/2021 10:59:09 PM,evzhou_UCSDOnline,5/7/2021 10:59:09 PM,evzhou_UCSDOnline,-117.236100006958,32.8810861520775
433,f191cfff-9166-47a7-a2d3-e627cbad57f5,5/7/2021 10:59:00 PM,Area assessed is relatively empty with the ground covered with leaf litter and wood chips. ,Baccharis pilularis ssp. consanguinea,171,145,164,2,0,0,0,no,,5/7/2021 11:02:58 PM,evzhou_UCSDOnline,5/7/2021 11:02:58 PM,evzhou_UCSDOnline,-117.236155480012,32.8811315019018
434,faf99a2d-e04b-45f4-9c12-8e5892e56831,5/7/2021 11:03:00 PM,Area is relatively empty with little plants around shrub. Area is facing downward slope and has signs of erosion.,Baccharis pilularis ssp. consanguinea,166,98,80,0,0,0,0,no,,5/7/2021 11:07:32 PM,evzhou_UCSDOnline,5/7/2021 11:07:32 PM,evzhou_UCSDOnline,-117.236365734727,32.8812756667027
435,73c49e74-262e-48ef-a25a-e3b82a5a0221,5/7/2021 11:07:00 PM,Area is facing downward slope with visible signs of erosion. Area is mostly dirt with wood chips.,Baccharis pilularis ssp. consanguinea,159,156,152,0,0,0,0,no,,5/7/2021 11:11:43 PM,evzhou_UCSDOnline,5/7/2021 11:11:43 PM,evzhou_UCSDOnline,-117.236324216452,32.8812786714869
436,e61e1364-712c-4414-a96a-a5a325d87016,5/7/2021 11:11:00 PM,Shrub observed next to other low lying plants. Area is on downward facing slope.,Baccharis pilularis ssp. consanguinea,75,60,38,0,0,0,0,no,,5/7/2021 11:15:07 PM,evzhou_UCSDOnline,5/7/2021 11:15:07 PM,evzhou_UCSDOnline,-117.23633105043,32.8813095530295
437,9ced455f-fe0c-4c54-aa74-ab8497723d59,5/7/2021 11:15:00 PM,Shrub is found next to concrete sidewalk. Area has many other low lying plants around.,Baccharis pilularis ssp. consanguinea,29,28,29,0,0,0,0,no,,5/7/2021 11:17:56 PM,evzhou_UCSDOnline,5/7/2021 11:17:56 PM,evzhou_UCSDOnline,-117.236383373336,32.8813343736154
438,c428d502-d03f-45af-bbd3-25adbc55e0d9,5/7/2021 11:18:00 PM,Area facing downward slope with other shrub plants around. Ground covered with wood chips.          ,Baccharis pilularis ssp. consanguinea,70,63,40,0,0,0,0,no,,5/7/2021 11:20:45 PM,evzhou_UCSDOnline,5/7/2021 11:20:45 PM,evzhou_UCSDOnline,-117.236536368837,32.8813841287354
439,60192362-53c7-4fbf-96f4-3828d882a3a3,5/7/2021 11:20:00 PM,Shrub is found on downward slope and surrounded with other shrub plants. Ground is covered with wood chips.          ,Baccharis pilularis ssp. consanguinea,148,60,79,0,0,0,0,no,,5/7/2021 11:23:56 PM,evzhou_UCSDOnline,5/7/2021 11:23:56 PM,evzhou_UCSDOnline,-117.236494017683,32.8813785072966
440,3f5aab28-bcb6-4c0f-a80f-05e77d2e3f19,5/7/2021 11:24:00 PM,Area found to be cleared with minimal plant growth. Ground is covered with wood chips and ground is mostly empty.,Baccharis pilularis ssp. pilularis,34,103,36,0,0,0,0,no,,5/7/2021 11:27:41 PM,evzhou_UCSDOnline,5/7/2021 11:27:41 PM,evzhou_UCSDOnline,-117.236552356608,32.8814244091804
441,141b7bee-455a-4358-b567-958d2aca32bf,5/7/2021 11:28:00 PM,Area on downward facing slope with various different plants including other shrubs and low lying.       ,Baccharis pilularis ssp. consanguinea,139,132,164,0,0,0,0,no,,5/7/2021 11:30:55 PM,evzhou_UCSDOnline,5/7/2021 11:30:55 PM,evzhou_UCSDOnline,-117.236838536446,32.8816446801954
442,1620104e-6444-4763-878a-b3738d5252eb,5/7/2021 11:31:00 PM,Area access is next to concrete sidewalk with a downward facing slope. Shrub found around various plants including low lying and upward plants. Area is next to sprinkler.                              ,Baccharis pilularis ssp. consanguinea,87,60,41,0,0,0,0,no,,5/7/2021 11:35:31 PM,evzhou_UCSDOnline,5/7/2021 11:35:31 PM,evzhou_UCSDOnline,-117.236615906114,32.8815311924926
443,7d54d837-72f7-4f80-aace-28230902a90e,5/7/2021 11:59:00 PM,"Spotted along Torrey Pines State Natural Reserve Trail next to road in dry dirt, wood chip mix, flat gradient surrounded by other shrubs and plants.",Baccharis pilularis ssp. consanguinea,140,125,120,12,13,0,0,no,,5/8/2021 12:04:05 AM,pbonebra_UCSDOnline,5/8/2021 12:04:05 AM,pbonebra_UCSDOnline,-117.244944477889,32.9109647000014
444,9db76934-fe1f-4552-ab16-c0bf51504af9,5/8/2021 12:04:00 AM,"Spotted along Torrey Pines State Natural Reserve Trail next to road in dry dirt, wood chip mix, flat gradient surrounded by other shrubs and plants.",Baccharis pilularis ssp. consanguinea,137,130,110,11,5,2,0,no,,5/8/2021 12:05:27 AM,pbonebra_UCSDOnline,5/8/2021 12:05:27 AM,pbonebra_UCSDOnline,-117.245569329057,32.9133335788569
445,d012c1be-4d55-4c0e-a8c5-41e866e84daf,5/8/2021 12:05:00 AM,"Spotted along Torrey Pines State Natural Reserve Trail next to road in dry dirt, wood chip mix, flat gradient surrounded by other shrubs and plants.",Baccharis pilularis ssp. consanguinea,127,60,80,2,1,0,0,no,,5/8/2021 12:06:32 AM,pbonebra_UCSDOnline,5/8/2021 12:06:32 AM,pbonebra_UCSDOnline,-117.245662538974,32.9135945845072
446,0874d056-8d2b-4640-8607-a76952915b94,5/8/2021 12:06:00 AM,"Spotted along Torrey Pines State Natural Reserve Trail next to road in dry dirt, wood chip mix, flat gradient surrounded by other shrubs and plants.",Baccharis pilularis ssp. consanguinea,75,55,46,0,2,0,0,no,,5/8/2021 12:07:34 AM,pbonebra_UCSDOnline,5/8/2021 12:07:34 AM,pbonebra_UCSDOnline,-117.245702043407,32.9136698992735
447,561746a1-cbb3-4eb8-b132-f15cae8a7c22,5/8/2021 12:07:00 AM,"Spotted along Torrey Pines State Natural Reserve Trail next to road in dry dirt, wood chip mix, flat gradient surrounded by other shrubs and plants.",Baccharis pilularis ssp. consanguinea,34,20,12,0,1,0,0,no,,5/8/2021 12:08:34 AM,pbonebra_UCSDOnline,5/8/2021 12:08:34 AM,pbonebra_UCSDOnline,-117.245743269318,32.9137229034702
448,8908b579-5dc9-4a81-9189-0ff1a940931f,5/8/2021 12:08:00 AM,"Spotted along Torrey Pines State Natural Reserve Trail next to road in dry dirt, wood chip mix, flat gradient surrounded by other shrubs and plants.",Baccharis pilularis ssp. consanguinea,20,16,18,0,0,0,0,no,,5/8/2021 12:09:28 AM,pbonebra_UCSDOnline,5/8/2021 12:09:28 AM,pbonebra_UCSDOnline,-117.245811832136,32.913905099743
449,a1d7ee07-f7ff-47e0-8544-5d6f6dc84c75,5/8/2021 12:09:00 AM,"Spotted along Torrey Pines State Natural Reserve Trail next to road in dry dirt, wood chip mix, flat gradient surrounded by other shrubs and plants.",Baccharis pilularis ssp. consanguinea,150,110,89,10,11,6,0,no,,5/8/2021 12:10:11 AM,pbonebra_UCSDOnline,5/8/2021 12:10:11 AM,pbonebra_UCSDOnline,-117.245920445478,32.9141413920752
450,925b0015-074c-4882-83a1-8e0f6ab1185b,5/7/2021 11:16:00 PM,Small shrub located to the left of the hiking trail in a divet on the ground. Shrub seems to be entangled with another plant or group of weeds.,Baccharis pilularis ssp. pilularis,108,112,46,1,2,0,0,no,,5/8/2021 12:10:25 AM,j3swanso_UCSDOnline,5/8/2021 12:10:25 AM,j3swanso_UCSDOnline,-117.209798637434,32.8613787417821
451,cdd8dafd-0c64-4bc2-b963-23ddd20ba65d,5/8/2021 12:01:00 AM,Very wide shrub spotted at the entrance of Rose Canyon Open Space Park. Shrub sittingVery wide shrub found growing on a large dirt patch alone without any other plants adjacent. Shrub is also a few feet away from the street.,Baccharis pilularis ssp. pilularis,107,150,58,9,6,0,0,no,,5/8/2021 12:10:26 AM,j3swanso_UCSDOnline,5/8/2021 12:10:26 AM,j3swanso_UCSDOnline,-117.217595027869,32.8550875000962
452,fe5a0e6f-d681-4cdb-9fac-0272b39a45c3,5/8/2021 12:10:00 AM,"Spotted along Torrey Pines State Natural Reserve Trail next to road in dry dirt, wood chip mix, flat gradient surrounded by other shrubs and plants.",Baccharis pilularis ssp. consanguinea,50,50,56,2,0,0,0,no,,5/8/2021 12:10:56 AM,pbonebra_UCSDOnline,5/8/2021 12:10:56 AM,pbonebra_UCSDOnline,-117.246013150595,32.9142230569786
453,c7560063-0324-4947-a9ff-c82f4304d006,5/8/2021 12:11:00 AM,"Spotted along Torrey Pines State Natural Reserve Trail next to road in dry dirt, wood chip mix, flat gradient surrounded by other shrubs and plants.",Baccharis pilularis ssp. consanguinea,12,10,9,0,1,0,0,no,,5/8/2021 12:11:38 AM,pbonebra_UCSDOnline,5/8/2021 12:11:38 AM,pbonebra_UCSDOnline,-117.246047474159,32.9143259783278
454,4ab3c4ba-a62a-4cdb-84eb-242077048e14,5/8/2021 12:11:00 AM,"Spotted along Torrey Pines State Natural Reserve Trail next to road in dry dirt, wood chip mix, flat gradient surrounded by other shrubs and plants.",Baccharis pilularis ssp. consanguinea,70,120,130,3,2,2,0,no,,5/8/2021 12:12:42 AM,pbonebra_UCSDOnline,5/8/2021 12:12:42 AM,pbonebra_UCSDOnline,-117.246148550166,32.9143439089291
